id,"collection_date","movie_id","url","imdb_code","title","year","rating","runtime","genres","language","mpa_rating","download_count","like_count","rt_critics_score","rt_critics_rating","rt_audience_score","rt_audience_rating","date_uploaded","t_url_1","t_has_1","t_quality_1","t_resolution_1","t_framerate_1","t_seeds_1","t_peers_1","t_size_1","t_download_count_1","t_date_uploaded_1","t_url_2","t_has_2","t_quality_2","t_resolution_2","t_framerate_2","t_seeds_2","t_peers_2","t_size_2","t_download_count_2","t_date_uploaded_2","director_name","actors"
58801,"2015-10-20",41,"https://yts.to/movie/the-stranger-2010","tt1407078","The Stranger",2010,4.7,91,"Action,Thriller","English","R",50161,51,0,"None",23,"Spilled","2011-08-08 01:13:36","https://yts.to/torrent/download/D917B30609E9C353A2EA72713A07BE4D27D9A0B1.torrent","D917B30609E9C353A2EA72713A07BE4D27D9A0B1","720p","1280*720",23.976,2,2,"5.33 MB",50161,"2011-08-08 01:13:36","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Robert Lieberman","Steve Austin, Erica Cerra, Adam Beach, Ron Lea"
58802,"2015-10-20",42,"https://yts.to/movie/blade-1998","tt0120611","Blade",1998,7.1,120,"Action,Horror","English","R",201330,203,54,"Rotten",78,"Upright","2011-08-14 23:13:02","https://yts.to/torrent/download/AEDDCD5E812B13382165A6EBBB0097833B4B47C5.torrent","AEDDCD5E812B13382165A6EBBB0097833B4B47C5","720p","1280*544",23.976,94,18,"499.50 MB",201330,"2011-08-14 23:13:02","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Stephen Norrington","Wesley Snipes, Stephen Dorff, Kris Kristofferson, N'Bushe Wright"
58803,"2015-10-20",43,"https://yts.to/movie/blade-ii-2002","tt0187738","Blade II",2002,6.7,117,"Action,Horror","English","R",174630,153,57,"Rotten",68,"Upright","2011-08-15 00:12:41","https://yts.to/torrent/download/3B501B15A5AB6EC52FF01B9721C4101CFC74823A.torrent","3B501B15A5AB6EC52FF01B9721C4101CFC74823A","720p","1280*544",23.976,75,20,"499.55 MB",174630,"2011-08-15 00:12:41","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Guillermo del Toro","Wesley Snipes, Kris Kristofferson, Ron Perlman, Leonor Varela"
58804,"2015-10-20",44,"https://yts.to/movie/blade-trinity-2004","tt0359013","Blade: Trinity",2004,5.9,122,"Action,Adventure","English","R",168929,140,25,"Rotten",59,"Spilled","2011-08-15 00:12:57","https://yts.to/torrent/download/CE9976EA8EB1BB8C5B3F719EFBEC71C4739B0EB8.torrent","CE9976EA8EB1BB8C5B3F719EFBEC71C4739B0EB8","720p","1280*544",23.976,73,16,"499.60 MB",168929,"2011-08-15 00:12:57","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","David S. Goyer","Wesley Snipes, Kris Kristofferson, Parker Posey, Ryan Reynolds"
58805,"2015-10-20",45,"https://yts.to/movie/taxi-driver-1976","tt0075314","Taxi Driver",1976,8.4,113,"Crime,Drama","English","R",214259,246,98,"Certified Fresh",93,"Upright","2011-08-16 23:24:33","https://yts.to/torrent/download/2F24D4276C0CF6B59FCCB156EB478F873979232E.torrent","2F24D4276C0CF6B59FCCB156EB478F873979232E","720p","1280*720",23.976,232,43,"799.19 MB",214259,"2011-08-16 23:24:33","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Martin Scorsese","Robert De Niro, Jodie Foster, Cybill Shepherd, Albert Brooks"
58806,"2015-10-20",46,"https://yts.to/movie/the-shining-1980","tt0081505","The Shining",1980,8.4,142,"Horror","English","R",252444,316,91,"Certified Fresh",93,"Upright","2011-08-16 23:07:22","https://yts.to/torrent/download/DA5F846ABF1755E78C67E191F49D5A2948BF1299.torrent","DA5F846ABF1755E78C67E191F49D5A2948BF1299","720p","1280*720",23.976,291,31,"650.01 MB",252444,"2011-08-16 23:07:22","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Stanley Kubrick","Jack Nicholson, Shelley Duvall, Danny Lloyd, Scatman Crothers"
58807,"2015-10-20",47,"https://yts.to/movie/scarface-1983","tt0086250","Scarface",1983,8.3,170,"Crime,Drama","English","TV-14",241979,514,83,"Certified Fresh",94,"Upright","2011-08-16 23:25:00","https://yts.to/torrent/download/D44B271E19B2513734A8962660844FF3A619F40A.torrent","D44B271E19B2513734A8962660844FF3A619F40A","720p","1280*720",23.976,117,30,"699.90 MB",184870,"2011-08-16 23:25:00","https://yts.to/torrent/download/CE113F99560B99CA854442B03602B8954079942E.torrent","CE113F99560B99CA854442B03602B8954079942E","1080p","1920*816",23.976,315,59,"2.40 GB",192234,"2012-12-10 06:52:29","Brian De Palma","Al Pacino, Michelle Pfeiffer, Steven Bauer, Mary Elizabeth Mastrantonio"
58808,"2015-10-20",48,"https://yts.to/movie/the-basketball-diaries-1995","tt0112461","The Basketball Diaries",1995,7.3,102,"Biography,Crime","English","R",89818,136,46,"Rotten",76,"Upright","2011-08-16 23:24:30","https://yts.to/torrent/download/541E562EE72ECBE5C4627E237D4FBC7A4D54C123.torrent","541E562EE72ECBE5C4627E237D4FBC7A4D54C123","720p","1280*720",23.976,54,8,"546.36 MB",71990,"2011-08-16 23:24:30","https://yts.to/torrent/download/D6D1A959FC6CE9BC10E4770209FF6CE67A96B214.torrent","D6D1A959FC6CE9BC10E4770209FF6CE67A96B214","1080p","1920*1080",23.976,83,11,"1.65 GB",52370,"2014-10-29 14:42:24","Scott Kalvert","Leonardo DiCaprio, Lorraine Bracco, Marilyn Sokol, James Madio"
58809,"2015-10-20",49,"https://yts.to/movie/the-usual-suspects-1995","tt0114814","The Usual Suspects",1995,8.6,106,"Crime,Drama","English","R",297618,335,88,"Certified Fresh",96,"Upright","2011-08-16 23:07:12","https://yts.to/torrent/download/DD0F78A25C32EAA98F237BD29B43FE867B7BE751.torrent","DD0F78A25C32EAA98F237BD29B43FE867B7BE751","720p","1280*544",23.976,121,32,"499.64 MB",297618,"2011-08-16 23:07:12","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Bryan Singer","Kevin Spacey, Gabriel Byrne, Chazz Palminteri, Stephen Baldwin"
58810,"2015-10-20",50,"https://yts.to/movie/fargo-1996","tt0116282","Fargo",1996,8.2,98,"Crime,Drama","English","R",183348,293,94,"Certified Fresh",93,"Upright","2011-08-17 00:11:01","https://yts.to/torrent/download/F8EB73B504244F9833F453D9313A46EBA9615415.torrent","F8EB73B504244F9833F453D9313A46EBA9615415","720p","1280*688",23.976,48,17,"395.66 MB",143980,"2011-08-17 00:11:01","https://yts.to/torrent/download/01D9D1B96EFF15FB5439330B02215C6C27F4153D.torrent","01D9D1B96EFF15FB5439330B02215C6C27F4153D","1080p","1920*1040",23.976,429,64,"1.44 GB",105411,"2014-08-12 08:26:14","Joel Coen","William H. Macy, Frances McDormand, Steve Buscemi, Peter Stormare"
58811,"2015-10-20",51,"https://yts.to/movie/dark-city-1998","tt0118929","Dark City",1998,7.7,100,"Drama,Fantasy","English","R",168780,152,0,"None",0,"None","2011-08-16 13:07:00","https://yts.to/torrent/download/FF5D52C568FDEA1A4EFC476E764C9D24F0A27A6F.torrent","FF5D52C568FDEA1A4EFC476E764C9D24F0A27A6F","720p","1280*544",23.976,46,6,"557.29 MB",168780,"2011-08-16 13:07:00","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Alex Proyas","Rufus Sewell, Kiefer Sutherland, Jennifer Connelly, William Hurt"
58812,"2015-10-20",52,"https://yts.to/movie/the-talented-mr-ripley-1999","tt0134119","The Talented Mr. Ripley",1999,7.3,139,"Crime,Drama","English","R",77330,94,83,"Certified Fresh",80,"Upright","2011-08-16 23:07:16","https://yts.to/torrent/download/4BD4C03C49DA6C7C4BCBEDD6F42C40A9080255BF.torrent","4BD4C03C49DA6C7C4BCBEDD6F42C40A9080255BF","720p","1280*688",23.976,95,13,"797.54 MB",77330,"2011-08-16 23:07:16","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Anthony Minghella","Matt Damon, Gwyneth Paltrow, Jude Law, Cate Blanchett"
58813,"2015-10-20",53,"https://yts.to/movie/the-butterfly-effect-2004","tt0289879","The Butterfly Effect",2004,7.7,113,"Sci-Fi,Thriller","English","R",217068,211,33,"Rotten",81,"Upright","2011-08-16 23:07:49","https://yts.to/torrent/download/E43DC185AFC278061332B5DF961093A09CD89083.torrent","E43DC185AFC278061332B5DF961093A09CD89083","720p","1280*720",23.976,62,19,"597.83 MB",217068,"2011-08-16 23:07:49","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Eric Bress, J. Mackye Gruber","Ashton Kutcher, Amy Smart, Melora Walters, Elden Henson"
58814,"2015-10-20",54,"https://yts.to/movie/la-confidential-1997","tt0119488","L.A. Confidential",1997,8.3,138,"Crime,Drama","English","TV-MA",192166,234,99,"Certified Fresh",94,"Upright","2011-08-18 18:10:46","https://yts.to/torrent/download/97253EA0C36ABA2DA7BDD4B48D2C9472B6348BDB.torrent","97253EA0C36ABA2DA7BDD4B48D2C9472B6348BDB","720p","1280*528",23.976,166,36,"599.38 MB",192166,"2011-08-18 18:10:46","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Curtis Hanson","Kevin Spacey, Russell Crowe, Guy Pearce, Kim Basinger"
58815,"2015-10-20",55,"https://yts.to/movie/gone-in-sixty-seconds-2000","tt0187078","Gone in Sixty Seconds",2000,6.5,127,"Action,Crime","English","PG-13",140791,171,24,"Rotten",77,"Upright","2011-08-18 18:32:35","https://yts.to/torrent/download/D1E4E09AD82577F0DFE0527C7DFBF7FAFD99DB72.torrent","D1E4E09AD82577F0DFE0527C7DFBF7FAFD99DB72","720p","1280*544",23.976,37,6,"545.50 MB",107131,"2011-08-18 18:32:35","https://yts.to/torrent/download/3A4CD735AB0208D8581B2CB63BA761B4909AF763.torrent","3A4CD735AB0208D8581B2CB63BA761B4909AF763","1080p","1920*816",23.976,53,27,"1.60 GB",101000,"2012-08-27 04:40:51","Dominic Sena","Nicolas Cage, Angelina Jolie, Giovanni Ribisi, T.J. Cross"
58816,"2015-10-20",56,"https://yts.to/movie/men-of-honor-2000","tt0203019","Men of Honor",2000,7.1,129,"Biography,Drama","English","R",101529,140,41,"Rotten",82,"Upright","2011-08-16 23:25:14","https://yts.to/torrent/download/29C38860EE65583FFC67D8695696396A46DBFE85.torrent","29C38860EE65583FFC67D8695696396A46DBFE85","720p","1280*544",23.976,40,3,"497.64 MB",78612,"2011-08-16 23:25:14","https://yts.to/torrent/download/10D59E554C77F19642394F9D5C42839263D7F681.torrent","10D59E554C77F19642394F9D5C42839263D7F681","1080p","1920*824",23.976,56,10,"1.95 GB",50709,"2015-01-20 19:01:53","George Tillman Jr.","Cuba Gooding Jr., Robert De Niro, Charlize Theron, Aunjanue Ellis"
58817,"2015-10-20",57,"https://yts.to/movie/cinderella-man-2005","tt0352248","Cinderella Man",2005,8,144,"Biography,Drama","English","PG-13",119182,120,80,"Certified Fresh",91,"Upright","2011-08-16 13:06:54","https://yts.to/torrent/download/AD6CE68951CC50BA8441E35701B0E1E5DAFEFC42.torrent","AD6CE68951CC50BA8441E35701B0E1E5DAFEFC42","720p","1280*544",23.976,81,10,"599.31 MB",119182,"2011-08-16 13:06:54","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Ron Howard","Russell Crowe, Renee Zellweger, Craig Bierko, Paul Giamatti"
58818,"2015-10-20",58,"https://yts.to/movie/the-interpreter-2005","tt0373926","The Interpreter",2005,6.4,128,"Mystery,Thriller","Aboriginal","PG-13",55454,50,56,"Rotten",55,"Spilled","2011-08-16 23:07:36","https://yts.to/torrent/download/77DEE90857F0BBE18FC915160F0B64B7F2791A8B.torrent","77DEE90857F0BBE18FC915160F0B64B7F2791A8B","720p","1280*544",23.976,23,10,"599.43 MB",55454,"2011-08-16 23:07:36","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Sydney Pollack","Nicole Kidman, Sean Penn, Catherine Keener, Jesper Christensen"
58819,"2015-10-20",59,"https://yts.to/movie/kung-fu-hustle-2004","tt0373074","Kung Fu Hustle",2004,7.8,99,"Action,Comedy","Cantonese","R",110860,145,90,"Certified Fresh",89,"Upright","2011-08-19 11:44:22","https://yts.to/torrent/download/CBB6F92A5291461529B646AAEFE290C101704A52.torrent","CBB6F92A5291461529B646AAEFE290C101704A52","720p","1280*528",23.976,108,23,"599.58 MB",108218,"2012-02-18 10:56:32","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Stephen Chow","Stephen Chow, Wah Yuen, Qiu Yuen, Shengyi Huang"
58820,"2015-10-20",60,"https://yts.to/movie/kiss-kiss-bang-bang-2005","tt0373469","Kiss Kiss Bang Bang",2005,7.7,103,"Comedy,Crime","English","R",150119,166,85,"Certified Fresh",87,"Upright","2011-08-19 11:46:38","https://yts.to/torrent/download/CFCB3C88F76166208D609276613A12595E316EF4.torrent","CFCB3C88F76166208D609276613A12595E316EF4","720p","1280*528",23.976,95,11,"404.22 MB",150119,"2011-08-19 11:46:38","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Shane Black","Robert Downey Jr., Val Kilmer, Michelle Monaghan, Corbin Bernsen"
58821,"2015-10-20",61,"https://yts.to/movie/astro-boy-2009","tt0375568","Astro Boy",2009,6.4,94,"Animation,Action","English","PG",142668,109,49,"Rotten",50,"Spilled","2011-08-16 13:06:34","https://yts.to/torrent/download/4DE810F749BDE219776346E20F0F90C4E21E8282.torrent","4DE810F749BDE219776346E20F0F90C4E21E8282","720p","1280*544",23.976,71,19,"407.21 MB",142668,"2011-08-16 13:06:34","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","David Bowers","Freddie Highmore, Nicolas Cage, Kristen Bell, Charlize Theron"
58822,"2015-10-20",62,"https://yts.to/movie/serenity-2005","tt0379786","Serenity",2005,8,119,"Action,Adventure","English","PG-13",261475,223,82,"Certified Fresh",91,"Upright","2011-08-16 23:24:51","https://yts.to/torrent/download/DE6201A50BCD081DBB39D7FB5FD62795C903ED47.torrent","DE6201A50BCD081DBB39D7FB5FD62795C903ED47","720p","1280*544",23.976,101,20,"548.36 MB",261475,"2011-08-16 23:24:51","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Joss Whedon","Nathan Fillion, Gina Torres, Chiwetel Ejiofor, Alan Tudyk"
58823,"2015-10-20",63,"https://yts.to/movie/ratatouille-2007","tt0382932","Ratatouille",2007,8,111,"Animation,Comedy","English","G",272354,312,96,"Certified Fresh",87,"Upright","2011-08-16 23:25:12","https://yts.to/torrent/download/B130858EBD9BDDDEE9A94589A8928476AFDB94B4.torrent","B130858EBD9BDDDEE9A94589A8928476AFDB94B4","720p","1280*544",23.976,104,44,"502.33 MB",203041,"2011-08-16 23:25:12","https://yts.to/torrent/download/4D140BD0A24B8AB8145BF0A05BFEC1C3FF7DC463.torrent","4D140BD0A24B8AB8145BF0A05BFEC1C3FF7DC463","1080p","1920*800",23.976,471,82,"1.40 GB",196965,"2012-09-25 18:37:24","Brad Bird, Jan Pinkava","Brad Garrett, Lou Romano, Patton Oswalt, Ian Holm"
58824,"2015-10-20",64,"https://yts.to/movie/stealth-2005","tt0382992","Stealth",2005,5,121,"Action,Adventure","English","PG-13",92241,74,13,"Rotten",40,"Spilled","2011-08-16 23:24:46","https://yts.to/torrent/download/48966EA0BDBCD676A2BD41610E8154E3905D041B.torrent","48966EA0BDBCD676A2BD41610E8154E3905D041B","720p","1280*544",23.976,34,7,"499.39 MB",92241,"2011-08-16 23:24:46","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Rob Cohen","Josh Lucas, Jessica Biel, Jamie Foxx, Sam Shepard"
58825,"2015-10-20",65,"https://yts.to/movie/the-black-dahlia-2006","tt0387877","The Black Dahlia",2006,5.6,121,"Crime,Drama","English","R",46096,55,32,"Rotten",27,"Spilled","2011-08-16 23:24:27","https://yts.to/torrent/download/10D39BD8770537EB1A965BDBD5564D256E7164D0.torrent","10D39BD8770537EB1A965BDBD5564D256E7164D0","720p","1280*544",23.976,34,2,"644.46 MB",46096,"2011-08-16 23:24:27","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Brian De Palma","Josh Hartnett, Aaron Eckhart, Scarlett Johansson, Hilary Swank"
58826,"2015-10-20",66,"https://yts.to/movie/aeon-flux-2005","tt0402022","Ãƒâ€ on Flux",2005,5.5,93,"Action,Sci-Fi","English","PG-13",126063,112,10,"Rotten",39,"Spilled","2011-08-16 13:06:25","https://yts.to/torrent/download/890383C4711320BE616A9F52E59C7BE260719378.torrent","890383C4711320BE616A9F52E59C7BE260719378","720p","1280*544",23.976,63,13,"450.92 MB",126063,"2011-08-16 13:06:25","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Karyn Kusama","Charlize Theron, Frances McDormand, Sophie Okonedo, Marton Csokas"
58827,"2015-10-20",67,"https://yts.to/movie/alpha-dog-2006","tt0426883","Alpha Dog",2006,6.9,122,"Biography,Crime","English","R",77773,62,55,"Rotten",67,"Upright","2011-08-16 13:06:31","https://yts.to/torrent/download/C042DC8D5D3A1F3E6ADCB032CE8604E42B4554AC.torrent","C042DC8D5D3A1F3E6ADCB032CE8604E42B4554AC","720p","1280*544",23.976,30,8,"444.22 MB",77773,"2011-08-16 13:06:31","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Nick Cassavetes","Emile Hirsch, Justin Timberlake, Anton Yelchin, Bruce Willis"
58828,"2015-10-20",68,"https://yts.to/movie/dinner-for-schmucks-2010","tt0427152","Dinner for Schmucks",2010,5.9,114,"Comedy","English","PG-13",90535,82,42,"Rotten",43,"Spilled","2011-08-19 23:05:19","https://yts.to/torrent/download/AFFD802E9BF9C5F314E51AA0A2A8AB4AAD29CCEE.torrent","AFFD802E9BF9C5F314E51AA0A2A8AB4AAD29CCEE","720p","1280*720",23.976,49,9,"657.34 MB",76563,"2011-08-19 23:05:19","https://yts.to/torrent/download/716B8730C8EE1A9A2B4BC4A6BDFE244F7AAFA8A4.torrent","716B8730C8EE1A9A2B4BC4A6BDFE244F7AAFA8A4","1080p","1920*1080",23.976,19,7,"1.84 GB",52512,"2014-09-27 20:35:10","Jay Roach","Steve Carell, Paul Rudd, Stephanie Szostak, Zach Galifianakis"
58829,"2015-10-20",69,"https://yts.to/movie/the-lookout-2007","tt0427470","The Lookout",2007,7.1,99,"Crime,Drama","English","R",73194,78,87,"Certified Fresh",74,"Upright","2011-08-16 23:07:27","https://yts.to/torrent/download/C430C186D735C1A1D80539A5D7113D33B64CCAF2.torrent","C430C186D735C1A1D80539A5D7113D33B64CCAF2","720p","1280*528",23.976,29,8,"498.83 MB",73194,"2011-08-16 23:07:27","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Scott Frank","Joseph Gordon-Levitt, Jeff Daniels, Matthew Goode, Isla Fisher"
58830,"2015-10-20",70,"https://yts.to/movie/hancock-2008","tt0448157","Hancock",2008,6.4,102,"Action,Fantasy","English","PG-13",221670,352,41,"Rotten",60,"Upright","2011-08-19 23:13:12","https://yts.to/torrent/download/67BDC4BD47FDE290DD9C0D52CDB2912F9666C14C.torrent","67BDC4BD47FDE290DD9C0D52CDB2912F9666C14C","720p","1280*544",23.976,49,21,"563.22 MB",178695,"2011-08-19 23:13:12","https://yts.to/torrent/download/9FA7F267052CF44B9B854582AA8D0DED96AE8E75.torrent","9FA7F267052CF44B9B854582AA8D0DED96AE8E75","1080p","1920*812",23.976,82,21,"1.64 GB",179434,"2014-02-13 04:59:09","Peter Berg","Will Smith, Charlize Theron, Jason Bateman, Jae Head"
58831,"2015-10-20",71,"https://yts.to/movie/babel-2006","tt0449467","Babel",2006,7.5,143,"Drama","English","R",98922,119,69,"Fresh",77,"Upright","2011-08-16 13:06:39","https://yts.to/torrent/download/2C2DD46116892667E487122F4E937EB3213B887C.torrent","2C2DD46116892667E487122F4E937EB3213B887C","720p","1280*720",23.976,90,28,"706.69 MB",98922,"2011-08-16 13:06:39","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Alejandro Gonzalez Inarritu","Brad Pitt, Cate Blanchett, Gael Garcia Bernal, Mohamed Akhzam"
58832,"2015-10-20",72,"https://yts.to/movie/1408-2007","tt0450385","1408",2007,6.8,104,"Horror,Mystery","English","PG-13",161531,316,79,"Certified Fresh",61,"Upright","2011-08-16 13:06:21","https://yts.to/torrent/download/EB34704E2679AF099D1DBC762F979D97FD7A2087.torrent","EB34704E2679AF099D1DBC762F979D97FD7A2087","720p","1280*528",23.976,34,8,"610.88 MB",131687,"2011-08-16 13:06:21","https://yts.to/torrent/download/280403F480D74A39838ED9348C696583638545CC.torrent","280403F480D74A39838ED9348C696583638545CC","1080p","1920*800",23.976,125,23,"1.64 GB",136245,"2013-12-11 22:11:53","Mikael Hafstrom","John Cusack, Samuel L. Jackson, Mary McCormack, Paul Birchard"
58833,"2015-10-20",73,"https://yts.to/movie/fanboys-2009","tt0489049","Fanboys",2009,6.6,90,"Adventure,Comedy","English","PG-13",64928,51,32,"Rotten",57,"Spilled","2011-08-19 23:16:16","https://yts.to/torrent/download/5FD56345D0283A9005D448D793D1313397D125F9.torrent","5FD56345D0283A9005D448D793D1313397D125F9","720p","1280*720",23.976,26,7,"404.73 MB",64928,"2011-08-19 23:16:16","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Kyle Newman","Dan Fogler, Jay Baruchel, Kristen Bell, Sam Huntington"
58834,"2015-10-20",74,"https://yts.to/movie/we-are-marshall-2006","tt0758794","We Are Marshall",2006,7.1,131,"Drama,Sport","English","PG",74332,58,49,"Rotten",79,"Upright","2011-08-16 23:06:55","https://yts.to/torrent/download/910FB6D00982223DC032C528F7D34793F018DA86.torrent","910FB6D00982223DC032C528F7D34793F018DA86","720p","1280*528",23.976,42,7,"549.85 MB",74332,"2011-08-16 23:06:55","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","McG","Matthew McConaughey, Matthew Fox, Anthony Mackie, David Strathairn"
58835,"2015-10-20",75,"https://yts.to/movie/the-water-horse-2007","tt0760329","The Water Horse",2007,6.5,112,"Adventure,Family","English","PG",79253,66,0,"None",0,"None","2011-08-16 23:07:08","https://yts.to/torrent/download/E99BAED23185EE83A89A5246C275F27728B0C376.torrent","E99BAED23185EE83A89A5246C275F27728B0C376","720p","1280*544",23.976,23,5,"502.25 MB",79253,"2011-08-16 23:07:08","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Jay Russell","Emily Watson, David Morrissey, Alex Etel, Bruce Allpress"
58836,"2015-10-20",76,"https://yts.to/movie/changeling-2008","tt0824747","Changeling",2008,7.8,141,"Drama,History","English","R",106181,135,62,"Fresh",82,"Upright","2011-08-16 20:41:47","https://yts.to/torrent/download/BCF0A7B8F631977DFE834C6E416C584012B24F4C.torrent","BCF0A7B8F631977DFE834C6E416C584012B24F4C","720p","1280*536",23.976,66,30,"718.91 MB",106181,"2011-08-16 20:41:47","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Clint Eastwood","Angelina Jolie, Colm Feore, Amy Ryan, Gattlin Griffith"
58837,"2015-10-20",77,"https://yts.to/movie/eat-pray-love-2010","tt0879870","Eat Pray Love",2010,5.6,133,"Drama,Romance","English","R",95839,60,36,"Rotten",42,"Spilled","2011-08-20 01:26:33","https://yts.to/torrent/download/7DD3B4921272CBA2ABC8779F5AE91D269959786C.torrent","7DD3B4921272CBA2ABC8779F5AE91D269959786C","720p","1280*688",23.976,114,24,"598.89 MB",95839,"2011-08-20 01:26:33","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Ryan Murphy","Julia Roberts, Javier Bardem, Richard Jenkins, Viola Davis"
58838,"2015-10-20",78,"https://yts.to/movie/the-sorcerers-apprentice-2010","tt0963966","The Sorcerer's Apprentice",2010,6.1,109,"Action,Adventure","English","PG",150308,131,41,"Rotten",53,"Spilled","2011-08-16 23:07:19","https://yts.to/torrent/download/8140646A42C93545607456C080A10901AD57B43D.torrent","8140646A42C93545607456C080A10901AD57B43D","720p","1280*536",23.976,60,16,"574.97 MB",150308,"2011-08-16 23:07:19","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Jon Turteltaub","Nicolas Cage, Jay Baruchel, Alfred Molina, Teresa Palmer"
